,precision,recall,f1-score,support,roc_auc,pr_auc,f1
Normal,0.9672376890207623,1.0,0.9833460332922221,125177.0,,,
Anomaly,1.0,0.04137463260230613,0.07946157186278767,4423.0,,,
accuracy,0.967283950617284,0.967283950617284,0.967283950617284,0.967283950617284,,,
macro avg,0.9836188445103812,0.5206873163011531,0.5314038025775049,129600.0,,,
weighted avg,0.9683558040011726,0.967283950617284,0.9524981862790863,129600.0,,,
overall,,,,,0.6028812204857104,0.16981149645689575,0.07946157186278767
