,precision,recall,f1-score,support,roc_auc,pr_auc,f1
Normal,0.9998812759934992,1.0,0.999940634472693,1381191.0,,,
Anomaly,0.0,0.0,0.0,164.0,,,
accuracy,0.9998812759934992,0.9998812759934992,0.9998812759934992,0.9998812759934992,,,
macro avg,0.4999406379967496,0.5,0.4999703172363465,1381355.0,,,
weighted avg,0.999762566082388,0.9998812759934992,0.9998219175143054,1381355.0,,,
overall,,,,,0.5175092855969426,0.027594325623010584,0.0
